trace,round_start_tsc,round_done_tsc,rest_start_tsc,trace_done_tsc,first_round_cycles,attacker_measurement_window_cycles,rest_aes_cycles,trace_wall_cycles
369,234987273464683,234987273466979,234987273535303,234987273535945,2296,68324,642,71262
370,234987273651847,234987273653275,234987273723601,234987273724253,1428,70326,652,72406
371,234987273839735,234987273841157,234987273910795,234987273911455,1422,69638,660,71720
372,234987274027831,234987274029251,234987274100023,234987274100665,1420,70772,642,72834
373,234987274216307,234987274217737,234987274287347,234987274288009,1430,69610,662,71702
374,234987274404215,234987274405655,234987274476145,234987274476767,1440,70490,622,72552
375,234987274592635,234987274594621,234987274665529,234987274666177,1986,70908,648,73542
376,234987274790053,234987274792453,234987274861427,234987274862099,2400,68974,672,72046
377,234987274987063,234987274988459,234987275060681,234987275061353,1396,72222,672,74290
378,234987275177507,234987275179541,234987275248615,234987275249293,2034,69074,678,71786
379,234987275365055,234987275366495,234987275438035,234987275438707,1440,71540,672,73652
380,234987275554453,234987275555863,234987275626327,234987275626997,1410,70464,670,72544
381,234987275743553,234987275744971,234987275818615,234987275819261,1418,73644,646,75708
382,234987275935201,234987275936663,234987276007205,234987276007871,1462,70542,666,72670
383,234987276123931,234987276125381,234987276196477,234987276197155,1450,71096,678,73224
384,234987276314293,234987276316909,234987276385429,234987276386083,2616,68520,654,71790
385,234987276501637,234987276503317,234987276575237,234987276575939,1680,71920,702,74302
386,234987276691675,234987276693985,234987276762895,234987276763543,2310,68910,648,71868
387,234987276888137,234987276889721,234987276958195,234987276958861,1584,68474,666,70724
388,234987277074817,234987277077091,234987277147429,234987277148093,2274,70338,664,73276
389,234987277263761,234987277265159,234987277336297,234987277336979,1398,71138,682,73218
390,234987277452643,234987277454075,234987277524607,234987277525271,1432,70532,664,72628
391,234987277641533,234987277642937,234987277715309,234987277715987,1404,72372,678,74454
392,234987277839257,234987277840675,234987277911049,234987277911725,1418,70374,676,72468
393,234987278027585,234987278028997,234987278099257,234987278099923,1412,70260,666,72338
394,234987278216251,234987278217643,234987278288237,234987278288891,1392,70594,654,72640
395,234987278404933,234987278406359,234987278476771,234987278477459,1426,70412,688,72526
396,234987278593067,234987278594501,234987278665777,234987278666443,1434,71276,666,73376
397,234987278790671,234987278793521,234987278862131,234987278862779,2850,68610,648,72108
398,234987278979191,234987278981491,234987279050149,234987279050791,2300,68658,642,71600
399,234987279166339,234987279167759,234987279238699,234987279239371,1420,70940,672,73032
400,234987279355117,234987279356549,234987279427199,234987279427859,1432,70650,660,72742
401,234987279544189,234987279546481,234987279617323,234987279617995,2292,70842,672,73806
402,234987279733933,234987279735401,234987279805495,234987279806165,1468,70094,670,72232
403,234987279922267,234987279923693,234987279995005,234987279995693,1426,71312,688,73426
404,234987280111997,234987280113403,234987280184807,234987280185499,1406,71404,692,73502
405,234987280301221,234987280303195,234987280374601,234987280375289,1974,71406,688,74068
406,234987280491001,234987280492427,234987280562107,234987280562795,1426,69680,688,71794
407,234987280687583,234987280690477,234987280758935,234987280759631,2894,68458,696,72048
408,234987280883531,234987280884973,234987280954651,234987280955303,1442,69678,652,71772
409,234987281071523,234987281072971,234987281142709,234987281143369,1448,69738,660,71846
410,234987281259485,234987281260879,234987281328959,234987281329643,1394,68080,684,70158
411,234987281445469,234987281446883,234987281517059,234987281517721,1414,70176,662,72252
412,234987281633669,234987281635109,234987281704843,234987281705509,1440,69734,666,71840
413,234987281821555,234987281823919,234987281893525,234987281894213,2364,69606,688,72658
414,234987282019295,234987282020723,234987282089509,234987282090167,1428,68786,658,70872
415,234987282206783,234987282208165,234987282279587,234987282280265,1382,71422,678,73482
416,234987282396205,234987282398515,234987282465749,234987282466421,2310,67234,672,70216
417,234987282591445,234987282592869,234987282665345,234987282665989,1424,72476,644,74544
418,234987282782401,234987282783815,234987282854441,234987282855079,1414,70626,638,72678
419,234987282970457,234987282971889,234987283040285,234987283040941,1432,68396,656,70484
420,234987283157497,234987283158953,234987283228081,234987283228741,1456,69128,660,71244
421,234987283344841,234987283347127,234987283416059,234987283416737,2286,68932,678,71896
422,234987283533083,234987283535039,234987283604381,234987283605053,1956,69342,672,71970
423,234987283737685,234987283739107,234987283809475,234987283810169,1422,70368,694,72484
424,234987283925779,234987283927291,234987283996771,234987283997453,1512,69480,682,71674
425,234987284113979,234987284115427,234987284186291,234987284186989,1448,70864,698,73010
426,234987284302735,234987284305057,234987284374511,234987284375197,2322,69454,686,72462
427,234987284491631,234987284493041,234987284562779,234987284563445,1410,69738,666,71814
428,234987284688605,234987284690975,234987284761673,234987284762341,2370,70698,668,73736
429,234987284878321,234987284879767,234987284948845,234987284949529,1446,69078,684,71208
430,234987285065755,234987285067171,234987285138763,234987285139435,1416,71592,672,73680
431,234987285255797,234987285257213,234987285327811,234987285328489,1416,70598,678,72692
432,234987285444457,234987285446759,234987285515779,234987285516479,2302,69020,700,72022
433,234987285632809,234987285634231,234987285703771,234987285704443,1422,69540,672,71634
434,234987285820373,234987285821863,234987285890593,234987285891241,1490,68730,648,70868
435,234987286007449,234987286008887,234987286080739,234987286081405,1438,71852,666,73956
436,234987286197481,234987286199927,234987286267991,234987286268681,2446,68064,690,71200
437,234987286384703,234987286386349,234987286456225,234987286456907,1646,69876,682,72204
438,234987286580845,234987286582301,234987286653671,234987286654349,1456,71370,678,73504
439,234987286777795,234987286779215,234987286851443,234987286852129,1420,72228,686,74334
440,234987286968181,234987286969631,234987287038775,234987287039431,1450,69144,656,71250
441,234987287155613,234987287157023,234987287226851,234987287227561,1410,69828,710,71948
442,234987287343403,234987287344843,234987287413769,234987287414387,1440,68926,618,70984
443,234987287530457,234987287531875,234987287603749,234987287604415,1418,71874,666,73958
444,234987287720369,234987287722645,234987287792735,234987287793419,2276,70090,684,73050
445,234987287908987,234987287911399,234987287981531,234987287982199,2412,70132,668,73212
446,234987288098459,234987288099893,234987288169781,234987288170447,1434,69888,666,71988
447,234987288286163,234987288287597,234987288356161,234987288356863,1434,68564,702,70700
448,234987288481639,234987288483061,234987288551315,234987288551981,1422,68254,666,70342
449,234987288668065,234987288669715,234987288737897,234987288738581,1650,68182,684,70516
450,234987288854867,234987288857185,234987288925505,234987288926185,2318,68320,680,71318
451,234987289042057,234987289043489,234987289112837,234987289113455,1432,69348,618,71398
452,234987289230035,234987289231829,234987289300345,234987289301023,1794,68516,678,70988
453,234987289416751,234987289418953,234987289491439,234987289492115,2202,72486,676,75364
454,234987289608181,234987289610567,234987289683059,234987289683745,2386,72492,686,75564
455,234987289807811,234987289809281,234987289880807,234987289881475,1470,71526,668,73664
456,234987289997719,234987289999141,234987290068111,234987290068795,1422,68970,684,71076
457,234987290184791,234987290187109,234987290256781,234987290257465,2318,69672,684,72674
458,234987290382035,234987290384317,234987290452541,234987290453215,2282,68224,674,71180
459,234987290569767,234987290571223,234987290641027,234987290641677,1456,69804,650,71910
460,234987290765683,234987290767157,234987290837113,234987290837801,1474,69956,688,72118
461,234987290954081,234987290955493,234987291025729,234987291026393,1412,70236,664,72312
462,234987291142237,234987291144515,234987291213817,234987291214501,2278,69302,684,72264
463,234987291330095,234987291331519,234987291402409,234987291403075,1424,70890,666,72980
464,234987291519701,234987291521117,234987291591745,234987291592421,1416,70628,676,72720
465,234987291708281,234987291709673,234987291781715,234987291782387,1392,72042,672,74106
466,234987291897749,234987291899173,234987291968071,234987291968735,1424,68898,664,70986
467,234987292084717,234987292086119,234987292156331,234987292157029,1402,70212,698,72312
468,234987292288499,234987292290931,234987292359637,234987292360297,2432,68706,660,71798
469,234987292476493,234987292477973,234987292547221,234987292547869,1480,69248,648,71376
470,234987292664137,234987292666439,234987292737391,234987292738027,2302,70952,636,73890
471,234987292861979,234987292863403,234987292934797,234987292935463,1424,71394,666,73484
472,234987293051621,234987293053919,234987293121779,234987293122439,2298,67860,660,70818
473,234987293238175,234987293239603,234987293309777,234987293310449,1428,70174,672,72274
474,234987293426581,234987293428891,234987293498875,234987293499551,2310,69984,676,72970
475,234987293615257,234987293617097,234987293686501,234987293687179,1840,69404,678,71922
476,234987293803045,234987293804531,234987293875391,234987293876081,1486,70860,690,73036
477,234987293991955,234987293993383,234987294063493,234987294064159,1428,70110,666,72204
478,234987294189131,234987294190907,234987294259705,234987294260369,1776,68798,664,71238
479,234987294376097,234987294377525,234987294448939,234987294449605,1428,71414,666,73508
480,234987294565195,234987294567499,234987294636329,234987294636989,2304,68830,660,71794
481,234987294752765,234987294754117,234987294824525,234987294825215,1352,70408,690,72450
482,234987294940429,234987294941845,234987295013611,234987295014283,1416,71766,672,73854
483,234987295129699,234987295132015,234987295202195,234987295202869,2316,70180,674,73170
484,234987295318795,234987295320583,234987295390303,234987295391005,1788,69720,702,72210
485,234987295506943,234987295508365,234987295581215,234987295581865,1422,72850,650,74922
486,234987295714397,234987295715821,234987295786535,234987295787221,1424,70714,686,72824
487,234987295902779,234987295904183,234987295975889,234987295976557,1404,71706,668,73778
488,234987296100925,234987296102383,234987296172227,234987296172901,1458,69844,674,71976
489,234987296288929,234987296291075,234987296362745,234987296363413,2146,71670,668,74484
490,234987296479751,234987296481163,234987296551609,234987296552285,1412,70446,676,72534
491,234987296668505,234987296670787,234987296740307,234987296740967,2282,69520,660,72462
492,234987296857285,234987296858699,234987296929747,234987296930425,1414,71048,678,73140
493,234987297047047,234987297048517,234987297117415,234987297118085,1470,68898,670,71038
494,234987297234025,234987297235493,234987297304663,234987297305351,1468,69170,688,71326
495,234987297421445,234987297423743,234987297491249,234987297491927,2298,67506,678,70482
496,234987297608159,234987297610133,234987297681569,234987297682247,1974,71436,678,74088
497,234987297798019,234987297799459,234987297868613,234987297869291,1440,69154,678,71272
498,234987297993619,234987297995047,234987298065941,234987298066633,1428,70894,692,73014
499,234987298182517,234987298183951,234987298252991,234987298253641,1434,69040,650,71124
500,234987298369493,234987298371223,234987298441157,234987298441813,1730,69934,656,72320
501,234987298557643,234987298559057,234987298631381,234987298632067,1414,72324,686,74424
502,234987298755725,234987298758671,234987298828267,234987298828943,2946,69596,676,73218
503,234987298945211,234987298946681,234987299015695,234987299016367,1470,69014,672,71156
504,234987299132291,234987299133719,234987299204065,234987299204729,1428,70346,664,72438
505,234987299319655,234987299321027,234987299390465,234987299391137,1372,69438,672,71482
